"shop_id","domain_url","domain_registration_date","is_young_domain","contact_email","logo_url","legitimate"
"0","https://www.allaccessorybest.com","2023-05-15 03:35:00","1","0","0","0"
"1","https://www.b-watches.shop","2023-06-18 05:43:00","1","1","0","0"
"2","https://www.waeschenamen-windrath.de","","2","2","1","1"
"3","https://vendoprint.se","2022-09-20 00:00:00","1","2","1","1"
"4","https://www.newbikeland.com","2023-07-27 09:05:00","1","0","1","0"
"5","https://www.hats-storeofficial.com","2023-06-15 08:46:00","1","0","1","0"
"6","https://balaganstudio.com","2015-04-16 00:22:00","0","2","1","1"
"7","https://www.bootscleaner.com","2022-09-14 00:00:00","1","2","1","1"
"8","https://shop.tovarseasycleaning.com","2020-11-08 20:10:00","0","1","1","1"
"9","https://camerabebelusului.ro","2012-10-23 00:00:00","0","2","1","1"
"10","https://www.kaffee-partner-shop.de","","2","0","1","1"
"11","https://www.vitobaldai.lt","2015-04-10 00:00:00","0","1","1","1"
"12","https://www.mcsport.ie","2002-10-20 00:00:00","0","2","1","1"
"13","https://www.family-pills.com","2015-11-30 13:10:00","0","0","0","0"
"14","https://www.ebnblog.com","2022-10-13 08:04:00","1","0","0","0"
"15","https://www.mrmarvis.com","2015-09-14 16:00:00","0","2","1","1"
"16","https://www.dirksen-container.com","2023-02-09 12:50:00","1","2","0","0"
"17","https://www.kindermobelre.com","2022-10-19 02:07:00","1","0","1","0"
"18","https://www.hard-wear.com","2004-10-11 16:40:00","0","3","1","1"
"19","https://www.kling-rasenmaher.com","2023-03-24 10:15:00","1","0","1","0"
"20","https://apoteknorsk24.com","2022-06-19 08:45:00","0","0","1","0"
"21","https://www.ladders-sale.com","2023-05-05 07:42:00","1","0","1","0"
"22","https://www.vogueon-sale.com","2023-06-29 06:20:00","1","0","1","0"
"23","https://idealica-official.store","2022-05-30 00:00:00","0","2","1","0"
"24","https://www.gearknifeshop.com","2023-07-12 00:00:00","1","0","0","0"
"25","https://dakonda.com/en","2009-01-30 17:19:00","0","2","1","1"
"26","https://www.svijet-boca.hr","2022-08-15 22:00:00","1","0","1","1"
"27","https://nangroupholdings.com","2023-03-15 00:00:00","1","2","1","0"
"28","https://www.fashionclothingde.com","2023-06-20 02:30:00","1","0","1","0"
"29","https://www.dortex.com","1999-05-18 23:05:00","0","2","1","1"
"30","https://www.presentationload.com","2006-08-03 12:34:00","0","0","1","1"
"31","https://www.golfseriesof.com","2023-07-20 08:27:00","1","0","1","0"
"32","https://www.cutestthings.com","2002-06-26 03:26:00","0","2","1","1"
"33","https://coloraydecor.com","2017-01-26 08:28:00","0","2","1","1"
"34","https://tractorexpress.co.za","2023-02-16 00:00:00","1","2","1","0"
"35","https://www.bikeoccur.com","2023-07-21 00:00:00","1","0","1","0"
"36","https://www.thekitchengears.com","2023-08-04 01:28:00","1","0","1","0"
"37","https://www.genzfshop.com","2023-06-23 05:43:00","1","0","0","0"
"38","https://nelly.com","1997-06-25 04:00:00","0","2","1","1"
"39","https://www.b2bglobalchemicalmerchandise.co.za","2022-10-22 00:00:00","1","2","1","0"
"40","https://greenesshoes.com","2010-05-02 18:35:00","0","2","1","1"
"41","https://www.handlebarneu.com","2023-04-11 02:42:00","1","0","0","0"
"42","https://www.mandmdirect.com","2005-07-08 13:05:00","0","0","1","1"
"43","https://bestgenericpills24.com","2022-05-11 08:18:00","0","0","1","0"
"44","https://hattshoppen.se","2019-04-28 00:00:00","0","2","1","1"
"45","https://homefocus.ie","2005-09-25 00:00:00","0","0","1","1"
"46","https://www.marksandspencer.com","1998-03-17 05:00:00","0","1","1","1"
"47","https://reklamospasaulis.lt","2021-08-27 00:00:00","0","2","1","1"
"48","https://egarazas.lt","2012-11-14 00:00:00","0","2","1","1"
"49","https://www.formulierengigant.nl","2010-01-19 00:00:00","0","2","1","1"
"50","https://babylachelt.de","","2","2","1","0"
"51","https://babyplus.store","2018-07-17 00:00:00","0","0","1","1"
"52","https://rickelproductsltd.com","2022-05-13 19:17:00","0","2","0","0"
"53","https://lavenus.com","1997-12-05 05:00:00","0","2","1","1"
"54","https://onlygenericonline.com","2016-12-06 14:31:00","0","0","1","0"
"55","https://www.yafvwg.store","2023-07-06 00:00:00","1","3","1","0"
"56","https://mybrand.shoes/el","2014-08-04 17:04:00","0","2","1","1"
"57","https://www.kuoteshome.com","2023-06-06 00:00:00","1","0","0","0"
"58","https://www.obrienswine.ie","2000-06-12 00:00:00","0","2","1","1"
"59","https://buyhealthandcaremeds.com","2015-02-12 14:48:00","0","0","1","0"
"60","https://conteshop.com","2013-12-09 08:24:00","0","2","1","1"
"61","https://www.manualtoolthree.com","2023-06-20 01:36:00","1","0","1","0"
"62","https://thecoffeeminer.com","2021-08-30 11:18:00","0","1","0","1"
"63","https://www.kimjooguan.com","2009-11-12 10:02:00","0","2","1","1"
"64","https://www.sitebadminton.com","2023-07-21 05:46:00","1","0","1","0"
"65","https://www.primexpulse.com","2023-06-29 00:00:00","1","2","0","0"
"66","https://www.xandres.com/be_en","1998-08-17 04:00:00","0","2","1","1"
"67","https://www.edgetoolhub.com","2023-07-10 00:00:00","1","0","1","0"
"68","https://www.currys.ie","1999-06-15 00:00:00","0","0","1","1"
"69","https://www.bivouac-new.com","2023-06-26 07:49:00","1","0","1","0"
"70","https://www.evanscycles.com","1998-11-09 05:00:00","0","2","1","1"
"71","https://permastik.com","2016-09-02 06:57:00","0","3","1","1"
"72","https://www.feststehendemesserde.com","2023-03-31 02:44:00","1","3","1","0"
"73","https://sebhy.online","2023-07-27 06:57:00","1","2","0","0"
"74","https://naturasanat.com/en","2003-01-20 02:46:00","0","1","1","1"
"75","https://darknet-shop.net","2021-09-21 12:03:00","0","0","1","0"
"76","https://nobananas.com","1999-12-22 05:19:00","0","3","1","1"
"77","https://www.theorchard.ie","2006-10-18 00:00:00","0","2","1","1"
"78","https://www.thebookishshop.shop","2023-05-09 11:43:00","1","0","0","0"
"79","https://www.bestsellersride.com","2023-04-04 00:00:00","1","0","1","0"
"80","https://www.fitathletenation.com","2023-05-24 00:00:00","1","0","0","0"
"81","https://edelweiss-mode.com","2023-05-03 00:00:00","1","2","1","0"
"82","https://eur.vevor.com","2009-12-28 19:35:00","0","0","1","1"
"83","https://rovana.lt","2023-05-19 00:00:00","1","2","1","1"
"84","https://plus.parts","2015-03-11 11:17:00","0","2","1","1"
"85","https://blitzhandel24.com","2019-06-27 21:36:00","0","0","1","1"
"86","https://www.boulanger.com","1996-05-30 04:00:00","0","0","1","1"
"87","https://celivaa.de","","2","2","1","0"
"88","https://megagear.online","2023-07-18 00:00:00","1","3","1","0"
"89","https://www.juvelyrikosnamai.lt","2018-01-05 00:00:00","0","2","1","1"
"90","https://www.goatauthentic.com/en","2019-06-15 14:00:00","0","2","1","1"
"91","https://fiskedeal.dk","2017-07-05 00:00:00","0","0","1","1"
"92","https://www.pickledfoodonline.com","2023-06-30 06:38:00","1","0","1","0"
"93","https://dviraciu-laikikliai.lt","2007-11-29 00:00:00","0","0","1","1"
"94","https://www.diekuchetoolrabatt.com","2023-06-21 03:16:00","1","0","1","0"
"95","https://www.usstorejewelry.com","2023-05-12 03:18:00","1","0","0","0"
"96","https://clothingbetter.com","2023-05-06 00:00:00","1","0","1","0"
"97","https://www.obtainfish.com","2023-07-19 07:48:00","1","0","0","0"
"98","https://www.playjuggling.com/it","2006-09-25 19:05:00","0","1","1","1"
"99","https://trusted-help.com","2018-12-07 14:54:00","0","0","1","0"
"100","https://www.onepointequip.com","2023-02-24 10:49:00","1","0","1","0"
"101","https://www.sunware.com/nl-nl","2002-07-31 17:03:00","0","0","1","1"
"102","https://www.halloween-kleider.com","2023-05-27 01:16:00","1","0","1","0"
"103","https://www.santaeulalia.com/es","1999-02-05 05:00:00","0","2","1","1"
"104","https://www.bikefahrradonline.com","2023-04-02 00:00:00","1","0","1","0"
"105","https://pulguinhas.pt","","0","2","1","1"
"106","https://www.backpacksschritte.com","2023-04-26 05:50:00","1","0","1","0"
"107","https://www.constrmall.com","2021-11-17 11:45:00","0","2","1","0"
"108","https://www.jeans24h.eu","","2","2","1","1"
"109","https://www.heavins.ie","2015-09-24 00:00:00","0","1","1","1"
"110","https://e-sodotechnika.lt","2011-08-01 00:00:00","0","2","1","1"
"111","https://www.korda-fishing.com","2023-01-14 06:43:00","1","0","0","0"
"112","https://www.dealshop.lt","2020-11-25 00:00:00","0","0","1","1"
"113","https://minoti.com/en","2004-08-28 04:58:00","0","0","1","1"
"114","https://www.bikerabatt.com","2023-04-07 00:00:00","1","0","1","0"
"115","https://www.essentiel-shoe.com","2023-04-13 03:28:00","1","0","1","0"
"116","https://otcantabuse.com","2019-12-09 21:21:00","0","0","1","0"
"117","https://www.furnitureor.com","2023-06-13 05:40:00","1","0","1","0"
"118","https://www.lederzentrum.de","","2","3","1","1"
"119","https://www.pharmacy-xl.org","2017-07-21 20:16:00","0","0","1","0"
"120","https://ka-risma.com","2019-05-03 07:53:00","0","2","1","1"
"121","https://pokal-total.de","","2","2","1","1"
"122","https://www.glamgarbshop.com","2023-06-15 08:02:00","1","0","1","0"
"123","https://www.better-shirts.de","","2","2","1","1"
"124","https://woodenamsterdam.com","2016-05-24 11:22:00","0","0","1","1"
"125","https://www.teebooks.co.uk","2013-09-23 00:00:00","0","1","1","1"
"126","https://www.shkshop.com","2008-09-09 12:16:00","0","2","1","1"
"127","https://theyamazakihome-europe.com","2020-05-14 05:43:00","0","3","1","1"
"128","https://www.furnituregibson.com","2023-07-03 07:01:00","1","0","0","0"
"129","https://www.dramaticmotion.com","2023-05-11 00:00:00","1","0","1","0"
"130","https://www.dunnesstores.com","1997-05-08 04:00:00","0","2","1","1"
"131","https://www.qstepsdelivery.com","2022-07-27 16:31:00","1","0","0","0"
"132","https://www.flexibleluxury.com","2023-03-27 00:00:00","1","0","1","0"
"133","https://www.shopmancini.com/en","2014-01-16 10:33:00","0","2","1","1"
"134","https://www.johnlewis.com","1997-12-31 05:00:00","0","3","1","1"
"135","https://ecosilkroad.com","2022-02-23 00:28:00","0","0","0","0"
"136","https://www.warmbedroom.com","2023-08-02 08:10:00","1","0","1","0"
"137","https://www.reality-bikes.com","2023-03-11 14:33:00","1","0","0","0"
"138","https://nydj.eu","","2","2","1","1"
"139","https://www.cosgearup.com","2023-06-27 07:39:00","1","0","0","0"
"140","https://www.markisenrabatt.com","2022-10-22 08:02:00","1","0","1","0"
"141","https://kooshatech.com","2014-01-15 15:47:00","0","2","1","1"
"142","https://www.tyent-europe.com","2012-08-08 11:42:00","0","2","1","1"
"143","https://www.fantasybikestore.com","2023-03-16 00:00:00","1","0","0","0"
"144","https://artificialgrass.ie","2009-06-28 00:00:00","0","3","1","1"
"145","https://vonroc.ie","2022-03-22 00:00:00","0","2","1","1"
"146","https://www.bicycledamsperde.com","2023-04-27 10:20:00","1","0","1","0"
"147","https://www.fishserious.com","2023-07-20 09:13:00","1","0","1","0"
"148","https://www.discountfine.com","2023-07-10 00:00:00","1","0","0","0"
"149","https://www.1potenzmittel.online","2023-03-06 12:54:00","1","0","1","0"
"150","https://www.mcelhinneys.com","1998-12-01 00:00:00","0","2","1","1"
"151","https://www.bergfreunde.eu","","2","2","1","1"
"152","https://eu.defacto.com","2002-03-27 19:07:00","0","3","1","1"
"153","https://hkontrade.com","2023-06-08 10:42:00","1","0","1","0"
"154","https://www.sprintis.eu","","2","0","1","1"
"155","https://www.vestrum-italy.com","2015-09-11 15:59:00","0","2","1","1"
"156","https://www.optcefurniture.com","2023-07-20 12:37:00","1","0","0","0"
"157","https://www.pianocarpet.nl/en","2008-06-03 00:00:00","0","0","1","1"
"158","https://www.ciatabs.com","2021-12-21 09:20:00","0","0","1","0"
"159","https://www.wearsdepot.com","2023-04-18 07:25:00","1","0","1","0"
"160","https://allegrolokalnie.pl","2019-03-25 15:06:00","0","0","1","1"
"161","https://www.gesundefamiliehaustiere.de","","2","1","0","0"
"162","https://www.approshop.com","2023-06-23 05:30:00","1","0","0","0"
"163","https://www.menstorewear.com","2023-06-15 05:47:00","1","0","1","0"
"164","https://imens-meds.net","2017-03-16 17:07:00","0","0","1","0"
"165","https://www.sukneliugausa.lt","2015-10-23 00:00:00","0","1","0","1"
"166","https://www.attire-vintage.com","2023-05-17 02:43:00","1","0","1","0"
"167","https://www.allbeauty.com","2001-11-13 03:09:00","0","1","1","1"
"168","https://www.epcc.co","2017-07-16 09:12:00","0","3","0","0"
"169","https://www.biomecarefor.com","2023-06-19 07:08:00","1","0","1","0"
"170","https://www.frilufgebote.de","","2","0","1","0"
"171","https://schoolbooks.ie","2004-04-22 00:00:00","0","2","1","1"
"172","https://www.officiellejordan.eu.com","1995-05-30 00:00:00","0","1","0","0"
"173","https://plasticbottleshop.eu","","2","0","1","1"
"174","https://haustechnikmeine.de","","2","0","1","0"
"175","https://supersklep.sk","2013-01-15 00:00:00","0","2","1","1"
"176","https://www.manypowertools.com","2023-06-25 06:01:00","1","0","1","0"
"177","https://www.householdchic.com","2023-05-25 00:00:00","1","0","1","0"
"178","https://bioenergieheizung.com","2022-11-08 19:07:00","1","2","1","0"
"179","https://www.chickiddos.com","2023-06-06 00:00:00","1","0","1","0"
"180","https://preautospare.com","2023-03-08 12:13:00","1","2","1","0"
"181","https://www.manytoolsforyou.com","2023-06-14 01:37:00","1","0","0","0"
"182","https://www.running-point.com","2019-11-21 10:27:00","0","2","1","1"
"183","https://www.dortex.se","2014-02-14 00:00:00","0","2","1","1"
"184","https://www.boboli.pt","2012-06-15 00:00:00","0","3","1","1"
"185","https://www.gerrybrownejewellers.ie","2010-11-23 00:00:00","0","3","1","1"
"186","https://www.gowblshop.com","2023-06-23 05:43:00","1","1","1","0"
"187","https://www.rendl.com","2002-05-01 00:00:00","0","2","1","1"
"188","https://www.halloweenspielen.com","2023-06-02 06:37:00","1","0","1","0"
"189","https://matar-athletics.com","2014-03-10 07:53:00","0","2","0","1"
"190","https://www.xn--kostme-6ya.com","2001-02-26 13:10:00","0","3","1","1"
"191","https://71workx.com","2013-01-03 08:05:00","0","0","1","1"
"192","https://www.latestfurnishing.com","2023-06-27 06:10:00","1","0","1","0"
"193","https://www.derabattfahrrad.com","2023-03-24 01:46:00","1","0","1","0"
"194","https://www.luxesilkwear.com","2023-06-13 07:23:00","1","0","1","0"
"195","https://www.dealtoolopt.com","2023-06-08 00:00:00","1","0","1","0"
"196","https://www.doktor-apotheke.com","2023-05-08 16:54:00","1","0","0","0"
"197","https://www.ducq.com","2005-12-25 10:42:00","0","2","1","1"
"198","https://tobeachsurf.com","2023-05-16 03:37:00","1","0","1","0"
"199","https://www.beautybuys.com","1998-12-18 00:00:00","0","2","1","1"
"200","https://outdoorliving.ie","2010-08-12 00:00:00","0","3","1","1"
"201","https://www.colorfulfootwear.com","2023-05-12 05:28:00","1","0","1","0"
"202","https://www.limit-outdoor.com","2023-08-03 06:47:00","1","0","1","0"
"203","https://www.fdfashions.com","2023-02-19 00:00:00","1","0","0","0"
"204","https://aktionheizung.de","","2","0","1","0"
"205","https://www.carrollsirishgifts.com","1999-11-10 16:00:00","0","2","1","1"
"206","https://www.againfaster.com","2006-06-02 18:27:00","0","2","1","1"
"207","https://www.airtoolsefficient.com","2023-07-07 00:00:00","1","0","1","0"
"208","https://www.angelgeschaft-prada.com","2023-05-23 00:00:00","1","0","1","0"
"209","https://www.shooos.cz","2011-04-24 19:37:00","0","1","1","1"
"210","https://borpillshop.com","2019-12-20 09:44:00","0","0","0","0"
"211","https://www.elcorteingles.com","1995-12-19 05:00:00","0","2","1","1"
"212","https://www.homewarefine.com","2023-07-07 06:04:00","1","0","1","0"
"213","https://maxpotenz.de","","2","0","1","0"
"214","https://www.alfrescodurable.com","2023-04-06 00:00:00","1","0","0","0"
"215","https://www.castiron-clothing.com","2003-04-04 08:31:00","0","2","1","1"
"216","https://www.elegance-decor.ro","2011-04-16 00:00:00","0","2","1","1"
"217","https://fivestarpharmacy.ie","2020-03-25 00:00:00","0","2","1","1"
"218","https://www.lights.ie","2009-03-02 00:00:00","0","2","1","1"
"219","https://www.blacksocks.com/en","1999-02-06 05:00:00","0","0","1","1"
"220","https://www.vibrantraiment.com","2023-05-10 03:41:00","1","0","1","0"
"221","https://www.accessorieslead.com","2023-03-20 00:00:00","1","0","1","0"
"222","https://www.boxinghobbybase.com","2023-07-19 00:00:00","1","0","1","0"
"223","https://www.arboretum.ie","2001-08-09 00:00:00","0","2","1","1"
"224","https://www.one-chaincapital.com","2023-08-01 06:33:00","1","0","1","0"
"225","https://www.murmann-verlag.de","","2","3","1","1"
"226","https://www.bestemeds.com","2023-01-21 23:45:00","1","0","1","0"
"227","https://www.bedroom-haven.com","2023-07-04 00:00:00","1","0","1","0"
"228","https://www.bringadharav.com","2022-10-14 06:19:00","1","0","0","0"
"229","https://get-rc.to","","0","0","1","0"
"230","https://www.jdsports.co.uk","1997-04-30 00:00:00","0","2","1","1"
"231","https://www.wardrobecheap.com","2023-07-03 05:02:00","1","0","1","0"
"232","https://www.graveilux.de","","2","0","1","0"
"233","https://www.dorothyperkins.com","1997-11-24 05:00:00","0","3","1","1"
"234","https://www.bauturaonline.ro","2012-10-04 00:00:00","0","2","1","1"
"235","https://lekarnaslo.com","2022-05-05 10:30:00","0","0","1","0"
"236","https://www.mccabespharmacy.com","1999-09-17 12:13:00","0","2","1","1"
"237","https://www.hobbiesbasketball.com","2023-07-07 03:34:00","1","0","1","0"
"238","https://herbatea-manufaktura.hu","","2","2","1","1"
"239","https://hightimesweedshop.com","2021-03-21 10:27:00","0","2","1","0"
"240","https://woolyorganic.com/en","2012-04-14 07:20:00","0","2","1","1"
"241","https://www.dsabunbadang.shop","2022-11-25 00:33:00","1","0","0","0"
"242","https://electo.shop","2022-09-07 16:34:00","1","2","1","0"
"243","https://kubilas.lt","2012-03-16 00:00:00","0","1","1","1"
"244","https://www.nextgensolar.co.za","2019-11-11 00:00:00","0","2","0","0"
"245","https://www.disneyrelate.com","2023-05-15 03:38:00","1","0","0","0"
"246","https://www.cheap-tool.com","2022-09-02 08:07:00","1","0","1","0"
"247","https://www.ambience.pt","","0","2","1","1"
"248","https://www.euvalentinogaravani.de","","2","0","1","0"
"249","https://www.demediz.com","2011-12-13 22:31:00","0","3","1","0"
"250","https://www.hometoolhub.com","2023-07-05 00:00:00","1","0","0","0"
"251","https://www.danfitzgeralds.com","2008-01-11 13:56:00","0","2","1","1"
"252","https://www.joe-nimble.com","2010-12-08 15:14:00","0","2","1","1"
"253","https://www.mallexercise.com","2023-05-26 02:51:00","1","0","1","0"
"254","https://www.edelmetall-handel.de","","2","3","1","1"
"255","https://mendebikes.de","","2","3","0","0"
"256","https://plastflaskershop.dk","2013-11-07 00:00:00","0","0","1","1"
"257","https://www.daunenjacken-shop.com","2022-11-25 05:39:00","1","0","1","0"
"258","https://www.lanade.de","","2","3","1","1"
"259","https://brfprimepoultryexporter.com","2023-03-28 07:56:00","1","3","0","0"
"260","https://www.fensterstopper.eu","","2","2","1","1"
"261","https://www.magicbodyfashion.net","2011-09-19 09:38:00","0","3","1","1"
"262","https://motorbike.lt","2016-07-22 00:00:00","0","0","0","1"
"263","https://axfritz.shop","","0","3","1","0"
"264","https://www.gedanusa.com","2022-06-27 01:55:00","0","0","1","0"
"265","https://farmacijahrvatska24.com","2022-05-13 09:21:00","0","0","1","0"
"266","https://www.gamezonemart.com","2023-06-15 08:45:00","1","0","0","0"
"267","https://www.menbrandwear.com","2023-06-15 02:37:00","1","0","0","0"
"268","https://www.footwearopt.com","2023-04-20 00:00:00","1","0","0","0"
"269","https://www.comfortablefeme.com","2023-05-15 03:17:00","1","0","0","0"
"270","https://www.newegg.com","2000-02-01 19:24:00","0","2","1","1"
"271","https://www.bestsellerspants.com","2023-05-31 00:00:00","1","0","1","0"
"272","https://www.accessoriestrade.com","2023-03-21 00:00:00","1","0","1","0"
"273","https://www.topstoreoffer.com","2023-07-18 10:21:00","1","0","1","0"
"274","https://pakkertrousers.com","2020-08-26 10:05:00","0","2","1","1"
"275","https://www.dulcine.de","","2","3","1","0"
"276","https://www.alfresco-offer.com","2023-06-21 05:53:00","1","0","1","0"
"277","https://www.all-roundsurfsale.com","2023-05-04 06:27:00","1","0","1","0"
"278","https://www.generika4u.eu","","2","0","1","0"
"279","https://guineys.ie","2014-02-03 00:00:00","0","2","1","1"
"280","https://extremehobby.com/en","2003-11-03 19:05:00","0","1","1","1"
"281","https://www.newgearvogue.com","2023-05-13 04:50:00","1","0","1","0"
"282","https://www.expert.ie","1997-03-04 00:00:00","0","2","1","1"
